Time (s),X Position (pixels)
-50.0,-14.885127665451748
-49.891304347826086,-14.86203363390684
-49.78260869565217,-14.86203363390684
-49.67391304347826,-14.86203363390684
-49.56521739130435,-14.86203363390684
-49.45652173913044,-14.86203363390684
-49.34782608695652,-14.86585357524708
-49.23913043478261,-14.86585357524708
-49.130434782608695,-14.86585357524708
-49.02173913043478,-14.86585357524708
-48.91304347826087,-14.86585357524708
-48.80434782608695,-14.497235127249063
-48.69565217391305,-14.264619316246076
-48.58695652173913,-14.03296261451235
-48.47826086956522,-13.801305912778616
-48.369565217391305,-13.56964921104489
-48.26086956521739,-13.337992509311164
-48.15217391304348,-13.100722543991722
-48.04347826086956,-12.869065842257996
-47.934782608695656,-12.637409140524262
-47.82608695652174,-12.407920449915167
-47.71739130434783,-12.176263748181434
-47.608695652173914,-11.944607046447707
-47.5,-11.715933716544171
-47.391304347826086,-11.484277014810438
-47.28260869565217,-11.252620313076712
-47.17391304347826,-11.020963611342985
-47.065217391304344,-10.789306909609259
-46.95652173913044,-10.557650207875533
-46.84782608695652,-10.3259935061418
-46.73913043478261,-10.094336804408073
-46.630434782608695,-9.862680102674346
-46.52173913043478,-9.63102340094062
-46.41304347826087,-9.40211913072163
-46.30434782608695,-9.170462428987904
-46.19565217391305,-8.939738914651294
-46.08695652173913,-8.707615619219013
-45.97826086956522,-8.47595891748528
-45.869565217391305,-8.244302215751553
-45.76086956521739,-8.012645514017827
-45.65217391304348,-7.7809888122841
-45.54347826086956,-7.549332110550374
-45.434782608695656,-7.3176754088166405
-45.32608695652174,-7.086018707082914
-45.21739130434783,-6.854362005349188
-45.108695652173914,-6.6227053036154615
-45.0,-6.391048601881735
-44.891304347826086,-6.159391900148002
-44.78260869565217,-5.9277351984142825
-44.67391304347826,-5.696078496680556
-44.565217391304344,-5.464421794946823
-44.45652173913044,-5.2327650932130965
-44.34782608695652,-5.001108391479363
-44.23913043478261,-4.769451689745644
-44.130434782608695,-4.5377949880119175
-44.02173913043478,-4.306138286278184
-43.91304347826087,-4.074481584544458
-43.80434782608695,-3.8428248828107243
-43.69565217391305,-3.611168181077005
-43.58695652173913,-3.379511479343279
-43.47826086956522,-3.1478547776095454
-43.369565217391305,-2.916198075875819
-43.26086956521739,-2.6845413741420856
-43.15217391304348,-2.4528846724083664
-43.04347826086956,-2.22122797067464
-42.934782608695656,-1.9895712689409066
-42.826086956521735,-1.7579145672071803
-42.71739130434783,-1.526257865473454
-42.608695652173914,-1.2946011637397277
-42.5,-1.0629444620060013
-42.391304347826086,-0.8312877602722679
-42.28260869565217,-0.5996310585385416
-42.17391304347826,-0.3679743568048153
-42.065217391304344,-0.13631765507108895
-41.95652173913044,0.09533904666263737
-41.84782608695652,0.3269957483963708
-41.73913043478261,0.5586524501300971
-41.630434782608695,0.7903091518638234
-41.52173913043478,1.0219658535975498
-41.41304347826087,1.4852792570650095
-41.30434782608695,1.7169359587987287
-41.19565217391305,1.948592660532455
-41.086956521739125,2.1761678456707045
-40.97826086956522,2.407824547404431
-40.869565217391305,2.63948124913815
-40.76086956521739,2.8711379508718835
-40.65217391304348,3.10279465260561
-40.54347826086956,3.3344513543393433
-40.434782608695656,3.5661080560730696
-40.326086956521735,3.797764757806789
-40.21739130434783,4.029421459540522
-40.108695652173914,4.2610781612742485
-40.0,4.492734863007982
-39.891304347826086,4.724391564741701
-39.78260869565217,4.9560482664754275
-39.673913043478265,5.187704968209161
-39.565217391304344,5.419361669942887
-39.45652173913044,5.651018371676621
-39.34782608695652,5.88267507341034
-39.23913043478261,6.114331775144066
-39.130434782608695,6.3459884768778
-39.02173913043478,6.577645178611526
-38.91304347826087,6.809301880345245
-38.80434782608695,7.040958582078979
-38.69565217391304,7.272615283812705
-38.58695652173913,7.504271985546438
-38.47826086956522,7.735928687280165
-38.369565217391305,7.967585389013884
-38.26086956521739,8.199242090747617
-38.15217391304348,8.430898792481344
-38.04347826086956,8.662555494215077
-37.93478260869565,8.894212195948803
-37.82608695652174,9.125868897682523
-37.71739130434783,9.357525599416256
-37.608695652173914,9.578050035331806
-37.5,9.809706737065532
-37.391304347826086,10.041363438799266
-37.28260869565217,10.273020140532985
-37.17391304347826,10.504676842266718
-37.065217391304344,10.736333544000445
-36.95652173913044,10.967990245734171
-36.847826086956516,11.195556004737085
-36.73913043478261,11.431303649201624
-36.630434782608695,11.662960350935357
-36.52173913043478,11.894617052669084
-36.41304347826087,12.12627375440281
-36.30434782608695,12.357930456136543
-36.19565217391305,12.586985544520715
-36.086956521739125,12.821243859603989
-35.97826086956522,13.052900561337722
-35.869565217391305,13.284557263071449
-35.76086956521739,13.513612351455627
-35.65217391304348,13.747870666538901
-35.54347826086956,13.979527368272628
-35.43478260869565,14.211184070006354
-35.326086956521735,14.44023915839054
-35.21739130434783,14.67449747347382
-35.108695652173914,14.906154175207547
-35.0,15.13781087694126
-34.891304347826086,15.366865965325445
-34.78260869565217,15.601124280408726
-34.67391304347826,15.832780982142452
-34.565217391304344,16.06443768387618
-34.45652173913044,16.293492772260365
-34.34782608695652,16.52775108734363
-34.23913043478261,16.759407789077358
-34.130434782608695,16.991064490811098
-34.02173913043478,17.22011957919527
-33.91304347826087,17.454377894278537
-33.80434782608695,17.686034596012277
-33.69565217391305,17.91508968439645
-33.586956521739125,18.146746386130175
-33.47826086956522,18.3784030878639
-33.369565217391305,18.610059789597642
-33.26086956521739,18.84171649133137
-33.15217391304348,19.07337319306508
-33.04347826086956,19.30502989479882
-32.934782608695656,19.536686596532547
-32.826086956521735,19.768343298266274
-32.71739130434783,20.0
-32.608695652173914,19.922781099422096
-32.5,19.689210892217503
-32.391304347826086,19.457554190483776
-32.28260869565217,19.22667514491431
-32.17391304347826,18.99424078701631
-32.065217391304344,18.762584085282583
-31.956521739130437,18.53092738354887
-31.84782608695652,18.29927068181513
-31.73913043478261,18.067613980081404
-31.630434782608695,17.835957278347678
-31.521739130434778,17.60430057661395
-31.413043478260867,17.372643874880225
-31.304347826086957,17.1409871731465
-31.19565217391304,16.909330471412773
-31.08695652173913,16.677673769679032
-30.97826086956522,16.446017067945306
-30.869565217391305,16.214360366211594
-30.760869565217387,15.982703664477853
-30.652173913043477,15.5193902610104
-30.543478260869563,15.287733559276674
-30.43478260869565,15.056076857542948
-30.32608695652174,14.824420155809221
-30.217391304347824,14.592763454075495
-30.108695652173914,14.361106752341769
-30.0,14.129450050608042
-29.891304347826086,13.899706854345169
-29.782608695652172,13.666136647140576
-29.673913043478258,13.434479945406856
-29.565217391304348,13.20282324367313
-29.456521739130434,12.971166541939397
-29.347826086956523,12.73950984020567
-29.23913043478261,12.507853138471944
-29.130434782608692,12.276196436738218
-29.02173913043478,12.044539735004491
-28.913043478260867,11.812883033270758
-28.804347826086953,11.581226331537032
-28.695652173913043,11.349569629803305
-28.586956521739133,11.117912928069579
-28.478260869565215,10.886256226335853
-28.369565217391305,10.65459952460212
-28.26086956521739,10.422942822868393
-28.152173913043477,10.191286121134667
-28.043478260869563,9.95962941940094
-27.934782608695652,9.727972717667214
-27.826086956521735,9.49631601593348
-27.717391304347824,9.27396762283265
-27.608695652173914,9.033002612466028
-27.5,8.801345910732302
-27.391304347826082,8.569689208998575
-27.282608695652172,8.338032507264842
-27.17391304347826,8.115684114164019
-27.065217391304344,7.884027412430285
-26.956521739130434,7.652370710696559
-26.847826086956523,7.4207140089628325
-26.73913043478261,7.189057307229106
-26.630434782608692,6.950005802333344
-26.52173913043478,6.724626906725703
-26.413043478260867,6.489294012215439
-26.304347826086953,6.255035697132158
-26.195652173913043,6.0233789953984385
-26.08695652173913,5.791722293664705
-25.978260869565215,5.560065591930979
-25.869565217391305,5.328408890197252
-25.76086956521739,5.096752188463519
-25.652173913043477,4.8650954867298
-25.543478260869563,4.633438784996073
-25.434782608695652,4.40178208326234
-25.32608695652174,4.170125381528614
-25.217391304347824,3.9384686797948802
-25.10869565217391,3.706811978061161
-24.999999999999996,3.4751552763274347
-24.891304347826086,3.2434985745937013
-24.782608695652172,3.011841872859975
-24.673913043478258,2.7801851711262415
-24.565217391304348,2.5485284693925223
-24.456521739130434,2.316871767658796
-24.34782608695652,2.0852150659250626
-24.239130434782613,1.8649215703249595
-24.130434782608692,1.6335146611773297
-24.02173913043478,1.4018579594436034
-23.913043478260867,1.1702012577098841
-23.804347826086957,0.9385445559761507
-23.69565217391304,0.7068878542424244
-23.58695652173913,0.47523115250869097
-23.47826086956522,0.24357445077497175
-23.3695652173913,0.011917749041245429
-23.26086956521739,-0.21761807224448404
-23.15217391304348,-0.44927477397821036
-23.043478260869566,-0.6809314757119438
-22.93478260869565,-0.9125881774456701
-22.826086956521735,-1.1442448791793893
-22.717391304347824,-1.3759015809131228
-22.608695652173907,-1.607558282646849
-22.499999999999996,-1.8413358648285794
-22.391304347826086,-2.070871686114309
-22.28260869565217,-2.302528387848028
-22.173913043478258,-2.5341850895817615
-22.065217391304348,-2.765841791315488
-21.956521739130434,-2.9974984930492212
-21.84782608695652,-3.2291551947829475
-21.73913043478261,-3.4608118965166668
-21.630434782608695,-3.6924685982504
-21.521739130434785,-3.9241252999841265
-21.41304347826087,-4.155782001717853
-21.304347826086953,-4.387438703451579
-21.19565217391304,-4.6190954051853055
-21.086956521739125,-4.850752106919039
-20.978260869565215,-5.082408808652765
-20.8695652173913,-5.3140655103864916
-20.760869565217387,-5.545722212120218
-20.652173913043477,-5.777378913853944
-20.54347826086957,-6.009035615587678
-20.434782608695652,-6.240692317321404
-20.32608695652174,-6.47234901905513
-20.217391304347824,-6.704005720788857
-20.108695652173914,-6.931114312228544
-20.0,-7.163237607660825
-19.891304347826086,-7.626551011128278
-19.782608695652176,-7.858207712862011
-19.673913043478255,-8.089864414595738
-19.565217391304344,-8.321521116329464
-19.45652173913043,-8.55317781806319
-19.34782608695652,-8.784834519796917
-19.239130434782606,-9.016491221530643
-19.13043478260869,-9.248147923264376
-19.02173913043478,-9.479804624998103
-18.913043478260875,-9.711461326731829
-18.804347826086953,-9.943118028465555
-18.695652173913043,-10.174774730199282
-18.586956521739133,-10.406431431933015
-18.478260869565215,-10.638088133666734
-18.369565217391305,-10.869744835400468
-18.26086956521739,-11.101401537134194
-18.152173913043477,-11.33305823886792
-18.04347826086956,-11.564714940601654
-17.93478260869565,-11.796371642335373
-17.826086956521735,-12.028028344069106
-17.71739130434782,-12.259685045802833
-17.608695652173907,-12.49134174753656
-17.499999999999993,-12.722998449270293
-17.391304347826086,-12.958739024133337
-17.28260869565218,-13.190395725867063
-17.173913043478258,-13.42205242760079
-17.065217391304344,-13.653709129334516
-16.956521739130437,-13.885420031346356
-16.847826086956516,-14.11707673308009
-16.73913043478261,-14.348733434813816
-16.630434782608695,-14.58039013654755
-16.52173913043478,-14.812046838281269
-16.413043478260867,-15.043771879496099
-16.304347826086953,-15.275428581229825
-16.19565217391304,-15.507085282963558
-16.086956521739125,-15.738741984697285
-15.978260869565212,-15.970398686431011
-15.869565217391298,-16.20035632727251
-15.760869565217384,-16.432013029006235
-15.652173913043484,-16.665368791632197
-15.543478260869563,-16.897025493365923
-15.434782608695649,-17.12868219509965
-15.326086956521735,-17.360338896833376
-15.217391304347828,-17.591995598567102
-15.108695652173914,-17.82253294673105
-15.0,-18.05418964846478
-14.891304347826086,-18.285846350198508
-14.782608695652172,-18.517503051932238
-14.673913043478258,-18.746072694347205
-14.565217391304344,-18.977729396080935
-14.45652173913043,-19.20938609781466
-14.347826086956516,-19.441042799548388
-14.239130434782595,-19.672699501282114
-14.130434782608695,-19.904356203015844
-14.021739130434781,-20.136012904749574
-13.913043478260875,-20.3676696064833
-13.804347826086953,-20.599326308217027
-13.69565217391304,-20.830518772786025
-13.586956521739133,-21.059423043005012
-13.478260869565219,-21.29383217625348
-13.369565217391305,-21.525488877987208
-13.26086956521739,-21.757145579720934
-13.152173913043477,-21.988802281454664
-13.043478260869556,-22.214720823309634
-12.934782608695649,-22.446377525043356
-12.826086956521735,-22.678034226777086
-12.71739130434782,-22.909690928510813
